id	minimum_pValue	call
ENSMUSG00000002996	3.73262146248768e-11	present
ENSMUSG00000002997	1.23436632459546e-10	present
ENSMUSG00000003031	1.35677110088744e-07	present
ENSMUSG00000003032	0.00516511114406662	absent
ENSMUSG00000003033	8.76736238041999e-11	present
ENSMUSG00000003037	2.90208413832744e-11	present
ENSMUSG00000003038	1.03347579794019e-16	present
ENSMUSG00000003039	3.1232580208651e-10	present
ENSMUSG00000003051	0.000907545083254938	absent
ENSMUSG00000003053	3.64857899300611e-24	present
ENSMUSG00000003062	3.88629101557675e-09	present
ENSMUSG00000003068	7.7620912614358e-12	present
ENSMUSG00000003070	0.000130724638792134	absent
ENSMUSG00000003072	2.2339610565748e-17	present
ENSMUSG00000003099	2.2744342283136e-10	present
ENSMUSG00000003119	6.15676186537756e-07	present
ENSMUSG00000003123	2.85716869042999e-07	present
ENSMUSG00000003131	7.24601351659682e-11	present
ENSMUSG00000003134	3.01379175446957e-09	present
ENSMUSG00000003135	4.10343220887477e-07	present
ENSMUSG00000003153	1.36494293995141e-07	present
ENSMUSG00000003154	5.38126540404574e-05	present
ENSMUSG00000003161	3.51777462464797e-13	present
ENSMUSG00000003166	5.40130858858112e-10	present
ENSMUSG00000003184	7.62504569634045e-14	present
ENSMUSG00000003190	1.91206078904378e-07	present
ENSMUSG00000003198	1.95299457834358e-06	present
ENSMUSG00000003199	6.46620810747397e-13	present
ENSMUSG00000003200	1.70213009836579e-09	present
ENSMUSG00000003206	2.27983526184466e-06	present
ENSMUSG00000003208	2.21776703637312e-06	present
ENSMUSG00000003226	2.93119019621815e-08	present
ENSMUSG00000003227	0.80103509479104	absent
ENSMUSG00000003228	0.000343795102207746	absent
ENSMUSG00000003233	4.40625871644291e-08	present
ENSMUSG00000003234	4.98569435600958e-11	present
ENSMUSG00000003235	2.0277533387246e-09	present
ENSMUSG00000003269	6.4142062002782e-10	present
ENSMUSG00000003271	0.0206195707363026	absent
ENSMUSG00000003273	0.000112715866835247	absent
ENSMUSG00000003279	0.00136421636591085	absent
ENSMUSG00000003282	0.000333745876557923	absent
ENSMUSG00000003283	1.11373040973471e-06	present
ENSMUSG00000003299	1.65547819354227e-10	present
ENSMUSG00000003308	7.93078446874631e-10	present
ENSMUSG00000003309	0.00124620355133748	absent
ENSMUSG00000003316	7.10858932233331e-08	present
ENSMUSG00000003341	4.35243148036738e-05	present
ENSMUSG00000003344	1.87733669875588e-08	present
ENSMUSG00000003345	1.50127493907643e-11	present
