id	minimum_pValue	call
ENSG00000016864	1.0905177501683e-18	present
ENSG00000017260	8.37720592426117e-23	present
ENSG00000017427	1.1693772100366e-11	present
ENSG00000017483	2.15899607445561e-15	present
ENSG00000017797	9.65158637790607e-17	present
ENSG00000018189	7.41262414631843e-19	present
ENSG00000018236	4.86353417843716e-12	present
ENSG00000018280	1.78066484422975e-20	present
ENSG00000018408	3.41659455933897e-22	present
ENSG00000018510	6.21149747850466e-14	present
ENSG00000018607	0.0794567341811039	absent
ENSG00000018610	5.19115702972966e-14	present
ENSG00000018625	1.26344266601845e-11	present
ENSG00000018699	5.36058189667218e-12	present
ENSG00000018869	1.34845855026256e-09	present
ENSG00000019102	4.47135262437512e-19	present
ENSG00000019144	1.99256082023925e-19	present
ENSG00000019169	2.57058546798953e-25	present
ENSG00000019186	3.70343973427013e-12	present
ENSG00000019485	1.53605031010521e-10	present
ENSG00000019505	0.00018654652077475	present
ENSG00000019549	8.76715543554032e-14	present
ENSG00000019582	2.38350847036039e-56	present
ENSG00000019991	1.53984526919337e-13	present
ENSG00000019995	1.09608236595393e-11	present
ENSG00000020129	1.34151175200584e-11	present
ENSG00000020181	5.68553914075228e-13	present
ENSG00000020219	0.807042933003909	absent
ENSG00000020256	6.11485962223595e-11	present
ENSG00000020426	2.55000312348363e-17	present
ENSG00000020577	4.95285197710554e-13	present
ENSG00000020633	8.78751387409329e-14	present
ENSG00000020922	3.09774320500577e-13	present
ENSG00000021300	3.48586180068825e-14	present
ENSG00000021355	1.45045654458734e-22	present
ENSG00000021461	5.07789545473042e-05	present
ENSG00000021488	0.00479806466558968	present
ENSG00000021574	9.6002068941148e-12	present
ENSG00000021645	6.53855276150697e-09	present
ENSG00000021762	4.81527781687425e-15	present
ENSG00000021776	2.57858204707432e-15	present
ENSG00000021826	3.58455085124388e-07	present
ENSG00000021852	1.97559681128673e-13	present
ENSG00000022267	7.79916581810072e-31	present
ENSG00000022277	3.92922295738372e-21	present
ENSG00000022355	0.000374594225236464	present
ENSG00000022556	1.07155782340177e-11	present
ENSG00000022567	5.67376279231314e-11	present
ENSG00000022840	7.1024514191657e-27	present
ENSG00000022976	7.56375724383815e-12	present
ENSG00000023041	5.8802976073979e-17	present
ENSG00000023171	1.86476174632428e-08	present
ENSG00000023191	4.77513827495108e-24	present
ENSG00000023228	1.06850655105544e-18	present
ENSG00000023287	3.10414324199751e-15	present
ENSG00000023318	3.00653041101195e-15	present
ENSG00000023330	8.87943173805347e-19	present
ENSG00000023445	4.4664481208727e-23	present
ENSG00000023516	7.40897073953366e-17	present
ENSG00000023572	6.28768933726168e-13	present
ENSG00000023608	2.34979857500479e-10	present
ENSG00000023697	1.16819120020124e-16	present
ENSG00000023734	1.44611555703925e-20	present
ENSG00000023839	0.00071772616529967	present
ENSG00000023892	3.16046082092801e-15	present
ENSG00000023902	1.74497454611826e-18	present
ENSG00000023909	1.61078822991233e-12	present
ENSG00000024048	2.90549137150818e-15	present
ENSG00000024422	1.57482086107554e-21	present
ENSG00000024526	3.3999725214248e-08	present
ENSG00000024862	1.08939459265794e-15	present
ENSG00000025039	1.85877562770997e-12	present
ENSG00000025156	4.59221054461548e-12	present
ENSG00000025293	1.79747401086234e-22	present
ENSG00000025423	4.3482047417656e-22	present
ENSG00000025434	5.33957124515066e-17	present
ENSG00000025708	7.85787181058764e-23	present
ENSG00000025770	1.56565267922573e-16	present
ENSG00000025772	8.07454140334937e-14	present
ENSG00000025796	2.73947534148577e-25	present
ENSG00000025800	2.27306459404619e-12	present
ENSG00000026025	1.38822356227995e-47	present
ENSG00000026036	9.32387827892841e-08	present
ENSG00000026103	3.20824426790208e-18	present
ENSG00000026297	8.99053644702327e-20	present
ENSG00000026508	1.62541084011131e-36	present
ENSG00000026559	0.000215915196132443	present
ENSG00000026652	2.49955317214177e-09	present
ENSG00000026751	2.81585345649505e-15	present
ENSG00000026950	1.93214562308939e-21	present
ENSG00000027001	1.89993310530075e-11	present
ENSG00000027075	2.41062070035643e-27	present
ENSG00000027644	0.74767482596927	absent
ENSG00000027697	1.85327476622875e-28	present
ENSG00000027847	3.56071213959672e-14	present
ENSG00000027869	2.09059918921343e-10	present
ENSG00000028116	2.34626070842093e-14	present
ENSG00000028137	1.10820236737507e-17	present
ENSG00000028203	7.61759938296461e-21	present
ENSG00000028277	6.39022827283833e-11	present
ENSG00000028310	1.32188068408484e-15	present
ENSG00000028528	1.17232530223907e-22	present
ENSG00000028839	1.06199012089461e-18	present
ENSG00000029153	2.64979143125749e-08	present
ENSG00000029363	9.57004465998493e-30	present
ENSG00000029364	8.89757887640071e-16	present
ENSG00000029534	1.3310356511758e-05	present
ENSG00000029559	0.00734636298589769	present
ENSG00000029639	4.83394428277433e-13	present
ENSG00000029725	1.78397597259906e-18	present
ENSG00000029993	1.43216336455286e-14	present
ENSG00000030066	1.15312144092331e-15	present
ENSG00000030110	2.38523431136631e-13	present
ENSG00000030304	9.48972436270799e-06	present
ENSG00000030419	2.92229574299397e-14	present
ENSG00000030582	3.32853003575953e-29	present
ENSG00000031003	6.23916541091308e-18	present
ENSG00000031081	4.27745563235663e-15	present
ENSG00000031691	5.28722991756605e-10	present
ENSG00000031698	2.93704072810938e-21	present
ENSG00000031823	1.78974053261881e-17	present
ENSG00000032219	7.22021969207991e-20	present
ENSG00000032389	1.04180289449107e-12	present
ENSG00000032444	4.18326121132134e-20	present
ENSG00000032742	8.86435422577341e-13	present
ENSG00000033011	7.7833163959947e-14	present
ENSG00000033030	1.22233091726263e-13	present
ENSG00000033050	2.53264767543755e-11	present
ENSG00000033100	1.26950036338975e-14	present
ENSG00000033122	1.61889968334822e-08	present
ENSG00000033170	2.19754485067603e-14	present
ENSG00000033178	7.8836651688531e-18	present
ENSG00000033327	1.83233456209718e-14	present
ENSG00000033627	1.31023873333764e-18	present
ENSG00000033800	7.87055410662477e-20	present
ENSG00000033867	2.25472051693539e-17	present
ENSG00000034053	1.32366349826467e-08	present
ENSG00000034152	3.81482071766637e-17	present
ENSG00000034239	7.40443886509202e-16	present
ENSG00000034510	3.5516795778678e-54	present
ENSG00000034533	1.98006534833512e-10	present
ENSG00000034677	2.33944755093119e-23	present
ENSG00000034693	2.3743691029586e-13	present
ENSG00000034713	7.68118419697053e-24	present
ENSG00000034971	2.00307462935505e-09	present
ENSG00000035115	5.81167625301874e-19	present
ENSG00000035141	2.52464077459571e-14	present
ENSG00000035403	1.22167607745116e-19	present
ENSG00000035499	1.42555252883446e-07	present
ENSG00000035664	2.00715790693327e-17	present
ENSG00000035681	8.4007096362996e-19	present
ENSG00000035687	2.11005926708866e-17	present
ENSG00000035720	1.80588771012375e-06	present
ENSG00000035862	2.87562535831121e-25	present
ENSG00000035928	2.12638410098362e-21	present
ENSG00000036054	9.35713897507459e-15	present
ENSG00000036257	3.89356956956102e-20	present
ENSG00000036448	1.34110680041512e-16	present
ENSG00000036473	4.21983686889998e-07	present
ENSG00000036530	1.64467228294726e-07	present
ENSG00000036549	7.26135806154182e-16	present
ENSG00000036565	0.00622796693994397	present
ENSG00000036672	4.2979360512632e-09	present
ENSG00000036828	0.448483744739785	absent
ENSG00000037042	1.55869737144116e-14	present
ENSG00000037241	1.16931888020059e-15	present
ENSG00000037280	1.11894242150967e-15	present
ENSG00000037474	3.55245185702116e-17	present
ENSG00000037637	1.62819705335435e-12	present
ENSG00000037749	3.1801901791184e-16	present
ENSG00000037757	2.88864969878287e-15	present
ENSG00000037897	5.56512855116893e-13	present
ENSG00000037965	0.00149602915720978	present
ENSG00000038002	2.799695100378e-15	present
ENSG00000038210	3.61135069547078e-14	present
ENSG00000038219	4.33380213157661e-19	present
ENSG00000038274	5.60128540799396e-21	present
ENSG00000038295	3.39271076858238e-07	present
ENSG00000038358	4.170105895237e-16	present
ENSG00000038382	5.60655018565684e-20	present
ENSG00000038427	8.360985755434e-20	present
ENSG00000038532	3.61142118946617e-13	present
ENSG00000038945	1.33345745451366e-31	present
ENSG00000039068	8.06530130513591e-19	present
ENSG00000039123	1.24472338316002e-20	present
ENSG00000039139	1.52794014434888e-10	present
ENSG00000039319	3.54523089447257e-19	present
ENSG00000039523	2.77205528613335e-19	present
ENSG00000039537	2.3327912440478e-10	present
ENSG00000039560	7.32410486986494e-17	present
ENSG00000039600	0.0345171331521866	absent
ENSG00000039650	1.27582477981824e-18	present
ENSG00000039987	1.19307119856596e-05	present
ENSG00000040199	4.18504012455298e-08	present
ENSG00000040275	2.62666775374954e-11	present
ENSG00000040341	8.91135132274598e-20	present
ENSG00000040487	8.10145619561717e-12	present
ENSG00000040531	1.24255186714278e-13	present
ENSG00000040608	3.94222557148464e-08	present
ENSG00000040633	1.92764644962305e-15	present
ENSG00000040731	1.24635919992084e-05	present
ENSG00000040933	1.06832237209024e-13	present
ENSG00000041353	5.7195765152662e-11	present
ENSG00000041357	1.34910468533963e-25	present
