id	minimum_qValue	call
FBgn0001134	0.0313984038173375	absent
FBgn0001137	0.00731990671811891	absent
FBgn0001138	0.132491714108493	absent
FBgn0001139	0.000769351613936997	absent
FBgn0001142	0.000257912076360726	absent
FBgn0001145	0.00016832937950606	absent
FBgn0001147	0.0608425042017993	absent
FBgn0001148	0.0632256107207745	absent
FBgn0001149	1.76762570166894e-08	present
FBgn0001150	1	absent
FBgn0001168	0.00179058502212569	absent
FBgn0001169	0.00135707132272212	absent
FBgn0001170	0.0643698067978927	absent
FBgn0001174	0.0963109105192443	absent
FBgn0001179	0.00101893421313748	absent
FBgn0001180	0.0224650324554768	absent
FBgn0001185	0.00904742992935201	absent
FBgn0001186	0.000311041687230985	absent
FBgn0001187	0.000336183270464079	absent
FBgn0001189	0.00116018760125484	absent
FBgn0001197	7.13691897258711e-06	present
FBgn0001202	0.000154347738942666	present
FBgn0001206	0.00445137269378832	absent
FBgn0001208	0.00952533638928317	absent
FBgn0001215	1.76762570166894e-08	present
FBgn0001216	1.76762570166894e-08	present
FBgn0001217	1.76762570166894e-08	present
FBgn0001218	1.76762570166894e-08	present
FBgn0001220	1.76762570166894e-08	present
FBgn0001222	0.000188306685150571	absent
FBgn0001223	0.00252234821341205	absent
FBgn0001224	1.76762570166894e-08	present
FBgn0001225	1.76762570166894e-08	present
FBgn0001226	1.76762570166894e-08	present
FBgn0001227	0.000316373258525655	absent
FBgn0001228	1.76762570166894e-08	present
FBgn0001229	0.016336298714997	absent
FBgn0001230	1.76762570166894e-08	present
FBgn0001233	1.76762570166894e-08	present
FBgn0001234	0.00551729732646265	absent
FBgn0001235	0.0166109012050783	absent
FBgn0001247	0.000446913443666018	absent
FBgn0001248	1.76762570166894e-08	present
FBgn0001250	0.00869129655408722	absent
FBgn0001253	0.0910677215056179	absent
FBgn0001254	0.0284090423605727	absent
FBgn0001255	0.0100898937267749	absent
FBgn0001256	0.0437005507527839	absent
FBgn0001257	0.00218183855450718	absent
FBgn0001258	8.4096859918232e-06	present
FBgn0001259	0.0274076152201527	absent
FBgn0001263	0.0300695577500368	absent
FBgn0001269	0.00462598188171342	absent
FBgn0001276	0.00885193270615183	absent
FBgn0001280	1.76762570166894e-08	present
FBgn0001281	1.76762570166894e-08	present
FBgn0001285	0.000299878579822517	absent
FBgn0001291	1.36461532215955e-05	present
FBgn0001296	0.00462171791012368	absent
FBgn0001297	0.00150993931267106	absent
FBgn0001301	0.0005301555584581	absent
FBgn0001308	0.000141277519350017	present
FBgn0001311	0.00839864237293337	absent
FBgn0001313	0.00755863223004323	absent
FBgn0001316	0.00108470517698682	absent
FBgn0001319	0.147643752132855	absent
FBgn0001320	0.0165873954715946	absent
FBgn0001321	0.0199794026519069	absent
FBgn0001323	0.0249027421202078	absent
FBgn0001324	0.000137763904002581	present
FBgn0001325	0.0343763776563681	absent
FBgn0001330	0.00892405307444659	absent
FBgn0001341	0.00282890493577612	absent
FBgn0001404	0.000603243329908493	absent
FBgn0001491	9.76423970347539e-07	present
FBgn0001565	0.000394544740050086	absent
FBgn0001612	0.00496674323505801	absent
FBgn0001624	0.00375979033828212	absent
FBgn0001941	0.000101963396104906	present
FBgn0001942	1.76762570166894e-08	present
FBgn0001961	1.76762570166894e-08	present
FBgn0001965	0.00213390189298929	absent
FBgn0001967	0.00146707073836027	absent
FBgn0001970	0.00176798650534295	absent
FBgn0001977	1.59188349424727e-06	present
FBgn0001978	3.04998043273356e-05	present
FBgn0001981	0.00509138211535467	absent
FBgn0001983	0.129521742749998	absent
FBgn0001986	0.000857747902372786	absent
FBgn0001987	0.00364425877576955	absent
FBgn0001989	8.77555520562862e-06	present
FBgn0001990	0.00100622934172571	absent
FBgn0001991	0.0039704572260835	absent
FBgn0001992	0.0316740309251459	absent
FBgn0001994	0.00318743372838163	absent
FBgn0001995	6.89789243232606e-05	present
FBgn0002021	1.46428708083763e-05	present
FBgn0002022	2.19024461148268e-06	present
FBgn0002023	0.00139376141242762	absent
FBgn0002031	1.68947458971071e-06	present
FBgn0002036	1.76762570166894e-08	present
FBgn0002044	0.000222353931063057	absent
FBgn0002069	0.000290204184536584	absent
FBgn0002121	0.00392291739074115	absent
FBgn0002174	1.76762570166894e-08	present
FBgn0002183	0.000188298585751115	absent
FBgn0002283	8.06050194916299e-05	present
FBgn0002284	1.76762570166894e-08	present
FBgn0002306	0.00389102295934586	absent
FBgn0002354	1.52633514640139e-05	present
FBgn0002413	3.34570928082626e-06	present
FBgn0002431	0.00108871541569168	absent
FBgn0002440	0.061787857704632	absent
FBgn0002441	0.00116164430653097	absent
FBgn0002466	0.00325682216465009	absent
FBgn0002521	0.000609804739292607	absent
FBgn0002522	0.0052156938878544	absent
FBgn0002524	0.000848376811424108	absent
FBgn0002525	1.76762570166894e-08	present
FBgn0002526	0.0100279510233518	absent
FBgn0002531	0.34718487398677	absent
FBgn0002533	0.0178834164760243	absent
FBgn0002534	0.0341277127290373	absent
FBgn0002535	0.00471288710412157	absent
FBgn0002542	0.000207188633079653	absent
FBgn0002543	0.0602498635848522	absent
FBgn0002552	0.000923097403010053	absent
FBgn0002561	0.249158747415883	absent
FBgn0002562	0.00573086027780376	absent
FBgn0002563	0.00251528045601282	absent
FBgn0002564	0.00483959376443974	absent
FBgn0002565	0.000490331752166675	absent
FBgn0002566	0.00137560153551721	absent
FBgn0002567	0.000942287279016009	absent
FBgn0002569	0.000394743669229899	absent
FBgn0002570	1.76762570166894e-08	present
FBgn0002571	0.000118653346381138	present
FBgn0002573	0.0041485610162909	absent
FBgn0002576	0.0302132438910335	absent
FBgn0002577	0.0442221142295482	absent
FBgn0002578	0.00117151803290737	absent
FBgn0002579	1.76762570166894e-08	present
FBgn0002590	1.76762570166894e-08	present
FBgn0002592	0.0355689236717846	absent
FBgn0002593	1.76762570166894e-08	present
FBgn0002609	0.0280869437765005	absent
FBgn0002622	1.76762570166894e-08	present
FBgn0002626	1.76762570166894e-08	present
FBgn0002629	0.0538381512539913	absent
FBgn0002631	1	absent
FBgn0002632	1	absent
FBgn0002633	0.226381735880583	absent
FBgn0002638	1.76762570166894e-08	present
FBgn0002641	0.00648457579774609	absent
FBgn0002643	3.65556081918413e-07	present
FBgn0002645	0.000672357486109723	absent
FBgn0002673	7.42601709757901e-06	present
FBgn0002707	0.0169479378475899	absent
FBgn0002709	0.000118810242881998	present
FBgn0002715	1.76762570166894e-08	present
FBgn0002716	0.0259937344390824	absent
FBgn0002719	1.76762570166894e-08	present
FBgn0002723	0.0129030122400044	absent
FBgn0002732	0.00636298684683225	absent
FBgn0002733	0.0809433544431922	absent
FBgn0002734	0.157777825061551	absent
FBgn0002735	0.226284558549211	absent
FBgn0002736	1.26913244733089e-05	present
FBgn0002772	9.5499270346658e-05	present
FBgn0002773	3.19278892524628e-06	present
FBgn0002774	0.00126712592489719	absent
FBgn0002775	0.000100973049412639	present
FBgn0002778	0.00519958239525262	absent
FBgn0002780	0.000526090238481414	absent
FBgn0002781	1.76762570166894e-08	present
FBgn0002783	0.000285006538654813	absent
FBgn0002787	1.76762570166894e-08	present
FBgn0002789	1.76762570166894e-08	present
FBgn0002791	0.000193725586077594	absent
FBgn0002838	0.000203537866010266	absent
FBgn0002842	1.76762570166894e-08	present
FBgn0002855	1.76762570166894e-08	present
FBgn0002856	3.65556081918413e-07	present
FBgn0002862	1.76762570166894e-08	present
FBgn0002863	1.76762570166894e-08	present
FBgn0002865	1.76762570166894e-08	present
FBgn0002868	1.76762570166894e-08	present
FBgn0002869	1.76762570166894e-08	present
FBgn0002872	0.00134318673773621	absent
FBgn0002873	0.000356910942839146	absent
FBgn0002878	0.000950163454755033	absent
FBgn0002887	0.00376774500081532	absent
FBgn0002891	0.00713866223022238	absent
FBgn0002899	0.0100656714908168	absent
FBgn0002901	0.00314731159391749	absent
FBgn0002905	0.00448489457495728	absent
FBgn0002906	0.00103273494745462	absent
FBgn0002909	0.00315577506864809	absent
FBgn0002914	1.6582392597581e-05	present
FBgn0002917	0.0402787495818179	absent
FBgn0002921	1.74561279079622e-05	present
FBgn0002922	0.201962900076635	absent
FBgn0002924	5.13093956505619e-06	present
FBgn0002926	0.0576981344790787	absent
FBgn0002930	0.000324390090392584	absent
FBgn0002931	0.00141364365807441	absent
FBgn0002932	0.00366849359344198	absent
FBgn0002933	1	absent
FBgn0002936	0.0180052033072274	absent
FBgn0002937	0.0956009096718228	absent
FBgn0002938	0.0312729801669559	absent
FBgn0002939	0.00094529801806553	absent
FBgn0002940	2.98570552430256e-05	present
FBgn0002941	1	absent
FBgn0002945	0.0350033197244787	absent
FBgn0002948	0.0332015171652134	absent
FBgn0002962	0.010928645553311	absent
FBgn0002973	0.000476840029175564	absent
FBgn0002985	0.0263987074996593	absent
FBgn0002989	0.00126171620191676	absent
FBgn0003002	0.283577070272733	absent
FBgn0003008	0.000232591464576589	absent
FBgn0003009	0.00073247545118813	absent
FBgn0003011	0.0635715299810192	absent
FBgn0003015	0.025661779479173	absent
FBgn0003016	0.00297973144361409	absent
FBgn0003023	0.0127908419147395	absent
FBgn0003028	0.0816025825431218	absent
FBgn0003034	1.76762570166894e-08	present
FBgn0003041	0.00880085263514249	absent
FBgn0003042	0.00431566904288164	absent
FBgn0003044	0.00139343817936488	absent
FBgn0003046	0.000277820437558429	absent
FBgn0003048	0.00356997583770391	absent
FBgn0003053	0.000631605478698003	absent
FBgn0003057	1	absent
FBgn0003060	0.00739150583608991	absent
FBgn0003062	1.76762570166894e-08	present
FBgn0003065	0.00399153387887338	absent
FBgn0003067	0.000862231389759207	absent
FBgn0003068	0.00920205859108063	absent
FBgn0003071	1.76762570166894e-08	present
FBgn0003074	1.76762570166894e-08	present
FBgn0003076	8.67444005031128e-07	present
FBgn0003079	0.00474033066619956	absent
FBgn0003082	0.000432854887536506	absent
FBgn0003086	0.0303567846464696	absent
FBgn0003087	2.30131312508772e-05	present
FBgn0003089	0.00732352388302956	absent
FBgn0003090	0.00805388444480719	absent
FBgn0003091	0.0360831244904976	absent
FBgn0003093	0.00678581521379587	absent
FBgn0003114	0.00137427517464558	absent
FBgn0003116	0.00157131403568183	absent
FBgn0003117	0.145334916633123	absent
FBgn0003118	0.0456289384120878	absent
FBgn0003124	3.22180338494315e-05	present
FBgn0003129	0.0253599840930166	absent
FBgn0003130	0.217944662437587	absent
FBgn0003132	0.000102350729487423	present
FBgn0003134	0.000133057026468473	present
FBgn0003137	0.00695524466140779	absent
FBgn0003139	1.40950226029382e-05	present
FBgn0003140	0.00020289625235896	absent
FBgn0003141	0.000372188868458906	absent
FBgn0003145	0.00156551188554881	absent
FBgn0003149	9.59428116509187e-05	present
FBgn0003159	2.38314868328176e-05	present
FBgn0003162	0.00427847438671742	absent
FBgn0003165	0.00660311158534758	absent
FBgn0003169	0.00282178914329425	absent
FBgn0003174	0.00870400872986638	absent
FBgn0003175	0.00227028228765875	absent
FBgn0003187	6.12535594387085e-05	present
FBgn0003189	0.000298797207998789	absent
FBgn0003204	0.00147904838525782	absent
FBgn0003205	0.000335894103956005	absent
FBgn0003206	4.87116162015547e-05	present
FBgn0003209	0.00152186956947808	absent
FBgn0003210	0.00082956311531674	absent
FBgn0003218	5.12312695776632e-06	present
FBgn0003227	0.0166941421436559	absent
FBgn0003231	1.76762570166894e-08	present
FBgn0003248	0.0519726902792465	absent
FBgn0003249	0.0170692902155712	absent
FBgn0003250	0.000669194537124957	absent
FBgn0003254	0.000789904139788751	absent
FBgn0003255	0.0740615449500853	absent
FBgn0003256	0.00230425024027474	absent
FBgn0003257	0.0023151325621037	absent
FBgn0003261	4.48685531590208e-06	present
FBgn0003267	0.0101836797085818	absent
FBgn0003268	0.00618810381218645	absent
FBgn0003270	1	absent
FBgn0003274	1.76762570166894e-08	present
FBgn0003275	1.76762570166894e-08	present
FBgn0003277	0.0027714248996355	absent
FBgn0003278	0.00774604391487292	absent
FBgn0003279	1.76762570166894e-08	present
FBgn0003285	0.102353648840855	absent
FBgn0003292	0.0692492706337402	absent
FBgn0003295	0.0693522649044618	absent
FBgn0003300	0.123115060528349	absent
FBgn0003301	0.00632225948659607	absent
FBgn0003302	5.24527611896248e-06	present
FBgn0003308	0.0124311713422135	absent
FBgn0003310	2.52373145034127e-05	present
FBgn0003312	0.0167643571213327	absent
FBgn0003313	0.0392550332494109	absent
FBgn0003317	0.000473860454274627	absent
FBgn0003319	0.168723385347072	absent
FBgn0003321	4.69143501758368e-05	present
FBgn0003326	0.147603613004092	absent
FBgn0003330	0.000289765240922405	absent
FBgn0003334	0.00121409610505001	absent
FBgn0003339	0.352371389547437	absent
FBgn0003345	0.000464506264607564	absent
FBgn0003346	7.50795211731716e-07	present
FBgn0003353	0.00663139514790811	absent
FBgn0003356	1.76762570166894e-08	present
FBgn0003357	1.76762570166894e-08	present
FBgn0003358	1.76762570166894e-08	present
FBgn0003360	1.76762570166894e-08	present
FBgn0003366	0.00411773323365778	absent
FBgn0003371	0.000492205581321049	absent
FBgn0003372	0.0500034972549131	absent
FBgn0003373	0.00358849275045122	absent
FBgn0003374	0.00216332471274649	absent
FBgn0003375	0.00481683320212692	absent
FBgn0003377	0.00337075804917783	absent
FBgn0003378	0.00800573562134332	absent
FBgn0003380	0.0590378469041064	absent
FBgn0003382	0.0291874740985548	absent
FBgn0003386	0.00650853942063192	absent
FBgn0003388	0.00489447772630559	absent
FBgn0003390	0.000470435357931434	absent
FBgn0003391	0.00148790905792378	absent
FBgn0003392	0.000261973576253106	absent
FBgn0003396	0.00400057973368289	absent
FBgn0003401	0.00334329677523797	absent
FBgn0003410	1.76762570166894e-08	present
FBgn0003411	0.195893881763589	absent
FBgn0003415	0.00391727426261602	absent
FBgn0003416	0.0200197983708109	absent
FBgn0003423	0.000444487054847879	absent
FBgn0003429	0.0593509603387001	absent
FBgn0003430	0.0541125563362789	absent
FBgn0003435	1.76762570166894e-08	present
FBgn0003444	0.00951274562224706	absent
FBgn0003447	0.000673328691117144	absent
FBgn0003448	1	absent
FBgn0003449	1.76762570166894e-08	present
FBgn0003450	0.0195167572643963	absent
FBgn0003459	0.00316813043391548	absent
FBgn0003460	0.00372970155898155	absent
FBgn0003462	1.76762570166894e-08	present
FBgn0003463	0.00791928274655392	absent
FBgn0003464	0.00261676294345163	absent
FBgn0003475	1.76762570166894e-08	present
FBgn0003479	0.000264481605468395	absent
FBgn0003480	0.0235750652872103	absent
FBgn0003482	0.0287297592899667	absent
FBgn0003483	0.00339910744875447	absent
FBgn0003486	0.102656504507112	absent
FBgn0003495	0.00705089078244671	absent
FBgn0003499	0.203941775827391	absent
FBgn0003502	0.00352009655195596	absent
FBgn0003507	0.00101859126154425	absent
FBgn0003510	0.00463494876273723	absent
FBgn0003511	5.13203594878176e-05	present
FBgn0003512	1.5503156435971e-05	present
FBgn0003513	0.0504800461147786	absent
FBgn0003514	1.76762570166894e-08	present
FBgn0003515	0.00819840100740878	absent
FBgn0003517	1.76762570166894e-08	present
FBgn0003520	0.00374625231231358	absent
FBgn0003525	0.021723651266748	absent
FBgn0003527	0.000246143105228506	absent
FBgn0003545	3.92907784458334e-06	present
FBgn0003557	0.000588998785367604	absent
FBgn0003559	0.00325827815766796	absent
FBgn0003567	0.000511541504555905	absent
FBgn0003575	0.00131843115888805	absent
FBgn0003598	0.000706987557748047	absent
FBgn0003607	1.76762570166894e-08	present
FBgn0003612	2.87109337310798e-05	present
FBgn0003638	3.36178775407307e-05	present
FBgn0003651	0.00179548553625586	absent
FBgn0003654	9.93043805803161e-06	present
FBgn0003655	0.0224901032888052	absent
FBgn0003656	1.76762570166894e-08	present
FBgn0003660	1.76762570166894e-08	present
FBgn0003676	2.19270598352996e-05	present
FBgn0003683	1	absent
FBgn0003687	0.00430984253589697	absent
FBgn0003701	0.00381548490882707	absent
FBgn0003710	0.00106362251734231	absent
FBgn0003714	1.76762570166894e-08	present
FBgn0003716	0.00337320626501513	absent
FBgn0003719	0.175250656067377	absent
FBgn0003720	0.202813603085604	absent
FBgn0003721	1.76762570166894e-08	present
FBgn0003731	0.0142739803863985	absent
FBgn0003733	0.0574807792067486	absent
FBgn0003741	0.00076297198201228	absent
FBgn0003742	1.76762570166894e-08	present
FBgn0003744	3.77948390165175e-05	present
FBgn0003747	0.018164851935378	absent
FBgn0003748	5.22064015231829e-08	present
FBgn0003751	0.0654468877578394	absent
FBgn0003861	0.0127633835330592	absent
FBgn0003862	0.0114324251174102	absent
FBgn0003863	1.76762570166894e-08	present
FBgn0003865	1	absent
FBgn0003866	0.0195818155414858	absent
FBgn0003867	0.0131225009941314	absent
FBgn0003870	0.000569284001759256	absent
FBgn0003882	0.000660522468388919	absent
FBgn0003884	1.76762570166894e-08	present
FBgn0003885	1.76762570166894e-08	present
FBgn0003886	1.76762570166894e-08	present
FBgn0003888	1.76762570166894e-08	present
FBgn0003889	1.76762570166894e-08	present
FBgn0003890	0.000470304177936648	absent
FBgn0003891	0.00176237866700487	absent
FBgn0003892	0.0141488220508085	absent
FBgn0003896	0.0168388023122202	absent
FBgn0003900	0.000135831181006609	present
FBgn0003916	1.20338624557147e-07	present
FBgn0003920	1.20338624557147e-07	present
FBgn0003922	1.76762570166894e-08	present
FBgn0003923	0.000183862603070362	absent
FBgn0003926	0.0126532157188548	absent
FBgn0003930	1.20338624557147e-07	present
FBgn0003931	1.76762570166894e-08	present
FBgn0003933	3.65556081918413e-07	present
FBgn0003934	3.65556081918413e-07	present
FBgn0003935	3.65556081918413e-07	present
FBgn0003936	0.000314620088539149	absent
FBgn0003938	3.65556081918413e-07	present
FBgn0003941	1.76762570166894e-08	present
FBgn0003942	1.76762570166894e-08	present
FBgn0003943	1.76762570166894e-08	present
FBgn0003944	0.0641731621112426	absent
FBgn0003950	0.000859481330545817	absent
FBgn0003961	2.19865757478415e-05	present
