#libraryId	max_intergenic	cutoffTPM	cutoffGenicTPM	cutoffFPKM	cutoffGenicFPKM	proportionGenicPresent	numberGenicPresent	numberGenic	proportionCodingPresent	numberPresentCoding	numberCoding	proportionIntergenicPresent	numberIntergenicPresent	numberIntergenic	ratioIntergenicCodingPresent	species	organism
SRX196386	69.8674978	2	2.04382490655287	1.28235704654421	1.39106979080396	48.3048866027589	8264	17108	53.0242455506835	8223	15508	11.5130127922364	1305	11335	0	9031	Gallus gallus
SRX196387	69.8674978	2	2.1534579084262	0.888578783782881	1.0472607738193	64.2564881926584	10993	17108	70.4926489553779	10932	15508	23.2730480811645	2638	11335	0	9031	Gallus gallus
SRX196388	69.8674978	2	2.08492217020589	0.890785591540696	1.00853647688826	60.7201309328969	10388	17108	66.7204023729688	10347	15508	28.1870313189237	3195	11335	0	9031	Gallus gallus
SRX196390	69.8674978	2	2.10584888139884	0.917712859163355	1.0347482615444	63.5492167407061	10872	17108	69.8607170492649	10834	15508	20.1499779444199	2284	11335	0	9031	Gallus gallus
SRX196391	69.8674978	2	2.049043027495	1.40452725219096	1.56264146123925	47.9600187046996	8205	17108	52.6889347433583	8171	15508	13.6744596382885	1550	11335	0	9031	Gallus gallus
SRX196392	69.8674978	2	2.0554713568768	1.2914693948633	1.43317771304583	59.5335515548281	10185	17108	65.2695383028114	10122	15508	15.1830613145126	1721	11335	0	9031	Gallus gallus
SRX196394	69.8674978	2	2.14124397414162	0.843159995097417	0.975309523488518	64.5370586859949	11041	17108	70.9311323188032	11000	15508	21.48213498015	2435	11335	0	9031	Gallus gallus
SRX196396	69.8674978	2	2.13561622686888	0.903327441499034	1.04246154407002	62.2574234276362	10651	17108	68.2293010059324	10581	15508	21.7909131010146	2470	11335	0	9031	Gallus gallus
SRX196397	69.8674978	2	2.09845599942116	0.890047963309338	1.02766569313798	66.7757774140753	11424	17108	73.2976528243487	11367	15508	30.1455668284076	3417	11335	0	9031	Gallus gallus
SRX217701	69.8674978	2	2.06511661436289	1.49185317448539	1.71081470923572	65.9574468085106	11284	17108	69.7897859169461	10823	15508	16.5769739744155	1879	11335	0	9031	Gallus gallus
SRX217702	69.8674978	2	2.07627168647923	1.24625889448923	1.41832565229076	69.9555763385551	11968	17108	73.1557905597111	11345	15508	20.3352448169387	2305	11335	0	9031	Gallus gallus
SRX217703	69.8674978	2	2.05439340620546	1.28594463348187	1.47518621336057	70.5459434182838	12069	17108	73.2976528243487	11367	15508	20.829289810322	2361	11335	0	9031	Gallus gallus
SRX328086	69.8674978	2	2.12071300372697	1.33070084251108	1.61276514560634	71.6974514846855	12266	17108	75.4255867939128	11697	15508	23.7229819144243	2689	11335	0	9031	Gallus gallus
SRX081881	2.60231081	2	2.02597120977741	2.94321773411495	3.46217802659233	52.2361770562107	13642	26116	58.9409162134759	12789	21698	8.63142907990746	970	11238	0	9258	Ornithorhynchus anatinus
SRX081882	2.60231081	2	2.0170321659834	4.98669979463388	6.1161357541264	45.7267575432685	11942	26116	51.5162687805328	11178	21698	5.71276027762947	642	11238	0	9258	Ornithorhynchus anatinus
SRX081883	2.60231081	2	2.02205997580872	3.85802914423789	4.67090305331283	50.7122070761219	13244	26116	56.843948751037	12334	21698	7.90176187933796	888	11238	0	9258	Ornithorhynchus anatinus
SRX081884	2.60231081	2	2.02653767886573	3.27337678234789	3.91108786324675	51.7154234951754	13506	26116	57.9730850769656	12579	21698	8.76490478732871	985	11238	0	9258	Ornithorhynchus anatinus
SRX081885	2.60231081	2	2.01352372872662	4.04382158090737	4.57163647715332	38.5510797978251	10068	26116	43.073094294405	9346	21698	3.85299875422673	433	11238	0	9258	Ornithorhynchus anatinus
SRX081886	2.60231081	2	2.01391540568573	3.43418658944486	3.78092495465985	37.5823250114872	9815	26116	42.4048299382432	9201	21698	4.47588538885923	503	11238	0	9258	Ornithorhynchus anatinus
SRX081887	2.60231081	2	2.01894398264794	2.8409651888108	3.14453020656044	50.0268034921121	13065	26116	56.9038621071066	12347	21698	6.71827727353622	755	11238	0	9258	Ornithorhynchus anatinus
SRX081888	2.60231081	2	2.02057446122184	3.05117910956168	3.43725215423538	49.5175371419819	12932	26116	55.6825513872246	12082	21698	7.25218010322121	815	11238	0	9258	Ornithorhynchus anatinus
SRX081889	2.60231081	2	2.01693238721989	2.86955139836996	3.15800378499922	39.3819880533007	10285	26116	44.045534150613	9557	21698	5.05428012101797	568	11238	0	9258	Ornithorhynchus anatinus
SRX081890	2.60231081	2	2.01272796689488	3.948608125489	4.37944580758167	34.8215653239393	9094	26116	38.7593326573878	8410	21698	3.39028296849973	381	11238	0	9258	Ornithorhynchus anatinus
SRX081891	2.60231081	2	2.01640584125803	3.35417485161799	3.77472045677999	55.6631949762598	14537	26116	62.7799797216333	13622	21698	6.58480156611497	740	11238	0	9258	Ornithorhynchus anatinus
SRX081892	2.60231081	2	2.01923181517307	3.07455943274152	3.44223682148303	56.7391637310461	14818	26116	64.019725320306	13891	21698	7.52802989855846	846	11238	0	9258	Ornithorhynchus anatinus
SRX217698	2.60231081	2	2.0245864107257	2.26349209777577	2.57669718831781	55.37601470363	14462	26116	63.0657203428887	13684	21698	8.58693717743371	965	11238	0	9258	Ornithorhynchus anatinus
SRX217699	2.60231081	2	2.02045438925588	1.88465345737706	2.04760226634942	59.0863838260071	15431	26116	67.5960918056964	14667	21698	8.77380316782346	986	11238	0	9258	Ornithorhynchus anatinus
SRX217700	2.60231081	2	2.0156367222691	2.23548004015086	2.40121765482673	54.3115331597488	14184	26116	62.0057148124251	13454	21698	6.29115500978822	707	11238	0	9258	Ornithorhynchus anatinus
SRX328084	2.60231081	2	2.02793225744568	2.19932716859972	2.4676803526101	59.1361617399295	15444	26116	67.2320029495806	14588	21698	9.46787684641395	1064	11238	0	9258	Ornithorhynchus anatinus
SRX328085	2.60231081	2	2.03034534262066	2.27044732211019	2.56476229671027	56.5630264971665	14772	26116	64.5773804037239	14012	21698	10.3221213739099	1160	11238	0	9258	Ornithorhynchus anatinus
SRX081893	2.5498769	2	2.04378331438187	2.35150045902149	2.90288489905704	49.6129545169254	11857	23899	52.6093684062456	11220	21327	6.69585372134947	1300	19415	0	13616	Monodelphis domestica
SRX081894	2.5498769	2	2.04948398790195	2.15715230623505	2.68178226262189	49.119210008787	11739	23899	52.4687016458011	11190	21327	7.08215297450425	1375	19415	0	13616	Monodelphis domestica
SRX081895	2.5498769	2	2.04941375203616	1.84617827806123	2.19316158231558	50.6841290430562	12113	23899	54.0816804988981	11534	21327	7.49935616791141	1456	19415	0	13616	Monodelphis domestica
SRX081896	2.5498769	2	2.04727911802569	1.98228564545873	2.35284277138893	48.5543328172727	11604	23899	51.9013457120083	11069	21327	7.0563996909606	1370	19415	0	13616	Monodelphis domestica
SRX081897	2.5498769	2	2.01949362931824	4.56657904497996	5.18554719893532	29.0388719193272	6940	23899	30.5293759084728	6511	21327	1.82848313159928	355	19415	0	13616	Monodelphis domestica
SRX081898	2.5498769	2	2.02042349167417	4.21516650814678	4.94236182703019	28.9510021339805	6919	23899	30.4871758803395	6502	21327	2.06541334020088	401	19415	0	13616	Monodelphis domestica
SRX081899	2.5498769	2	2.02297625677731	2.56750850185077	2.86219828104899	43.5583078789908	10410	23899	46.5231865710133	9922	21327	4.08447077002318	793	19415	0	13616	Monodelphis domestica
SRX081900	2.5498769	2	2.02403967919156	3.83888842489031	4.41567648924589	39.3740323862923	9410	23899	42.0265391288039	8963	21327	3.35307751738347	651	19415	0	13616	Monodelphis domestica
SRX081901	2.5498769	2	2.01795087609233	2.2829137436566	2.4657442632753	37.3153688438847	8918	23899	39.5883152810991	8443	21327	3.32217357713108	645	19415	0	13616	Monodelphis domestica
SRX081902	2.5498769	2	2.02017144807121	4.11299939953907	4.55226322774663	28.2396753002218	6749	23899	29.5681530454354	6306	21327	1.77182590780324	344	19415	0	13616	Monodelphis domestica
SRX081903	2.5498769	2	2.02975224965628	2.47378050780557	2.84817191264986	50.4037825850454	12046	23899	54.2035916912833	11560	21327	5.05794488797322	982	19415	0	13616	Monodelphis domestica
