id	minimum_qValue	call	cutoff
FBgn0036262	5.06E-05	present	0.05
FBgn0036263	0.004955915	present	0.05
FBgn0036264	0.190801419	absent	0.05
FBgn0036266	0.001071832	present	0.05
FBgn0036271	0.000618118	present	0.05
FBgn0036272	5.56E-05	present	0.05
FBgn0036273	0.002835975	present	0.05
FBgn0036274	0.01963479	absent	0.05
FBgn0036277	9.23E-05	present	0.05
FBgn0036278	0.036322922	absent	0.05
FBgn0036279	0.000790338	present	0.05
FBgn0036282	0.045630846	absent	0.05
FBgn0036285	0.002364386	present	0.05
FBgn0036286	1.77E-08	present	0.05
FBgn0036287	0.020577132	absent	0.05
FBgn0036288	0.000286746	present	0.05
FBgn0036289	0.00593306	present	0.05
FBgn0036290	0.000195269	present	0.05
FBgn0036291	0.002719185	present	0.05
FBgn0036292	0.0028889	present	0.05
FBgn0036294	0.010010361	present	0.05
FBgn0036298	0.002044825	present	0.05
FBgn0036299	0.000244574	present	0.05
FBgn0036300	0.000345932	present	0.05
FBgn0036301	0.000739724	present	0.05
FBgn0036302	0.00451279	present	0.05
FBgn0036305	5.17E-05	present	0.05
FBgn0036306	0.00069394	present	0.05
FBgn0036309	0.000895151	present	0.05
FBgn0036310	4.57E-05	present	0.05
FBgn0036311	1.77E-08	present	0.05
FBgn0036314	0.000111462	present	0.05
FBgn0036316	0.001027434	present	0.05
FBgn0036317	0.001228525	present	0.05
FBgn0036318	2.65E-05	present	0.05
FBgn0036319	0.010403798	present	0.05
FBgn0036320	0.026395692	absent	0.05
FBgn0036321	0.000295138	present	0.05
FBgn0036323	0.014155792	absent	0.05
FBgn0036324	0.017786062	absent	0.05
FBgn0036325	0.0008686	present	0.05
FBgn0036327	0.000186515	present	0.05
FBgn0036328	1.77E-08	present	0.05
FBgn0036329	6.96E-05	present	0.05
FBgn0036330	0.015132163	absent	0.05
FBgn0036331	0.004088996	present	0.05
FBgn0036332	0.004098536	present	0.05
FBgn0036333	0.000285615	present	0.05
FBgn0036334	1.77E-08	present	0.05
FBgn0036335	0.000347859	present	0.05
FBgn0036336	0.003573779	present	0.05
FBgn0036337	0.00015924	present	0.05
FBgn0036340	0.000406411	present	0.05
FBgn0036341	0.00023085	present	0.05
FBgn0036342	1.77E-08	present	0.05
FBgn0036343	1	absent	0.05
FBgn0036345	1.77E-08	present	0.05
FBgn0036346	1.77E-08	present	0.05
FBgn0036348	0.000844436	present	0.05
FBgn0036349	0.168490135	absent	0.05
FBgn0036350	0.000193558	present	0.05
FBgn0036351	0.001436955	present	0.05
FBgn0036352	0.245944885	absent	0.05
FBgn0036353	0.000271279	present	0.05
FBgn0036354	2.25E-07	present	0.05
FBgn0036356	0.001481691	present	0.05
FBgn0036359	0.176370172	absent	0.05
FBgn0036360	0.006210154	present	0.05
FBgn0036361	0.028694744	absent	0.05
FBgn0036362	0.153122484	absent	0.05
FBgn0036363	0.15592268	absent	0.05
FBgn0036364	0.005310597	present	0.05
FBgn0036365	3.32E-06	present	0.05
FBgn0036366	0.000207915	present	0.05
FBgn0036367	0.004908046	present	0.05
FBgn0036368	0.141189705	absent	0.05
FBgn0036369	1.77E-08	present	0.05
FBgn0036372	0.00037427	present	0.05
FBgn0036373	8.22E-05	present	0.05
FBgn0036374	0.005700787	present	0.05
FBgn0036376	0.000574034	present	0.05
FBgn0036377	0.09300623	absent	0.05
FBgn0036380	0.012465349	present	0.05
FBgn0036381	0.006692672	present	0.05
FBgn0036382	0.156657487	absent	0.05
FBgn0036386	0.002275192	present	0.05
FBgn0036389	0.001177901	present	0.05
FBgn0036390	0.053064261	absent	0.05
FBgn0036391	0.119113042	absent	0.05
FBgn0036393	0.14975729	absent	0.05
FBgn0036394	0.089421295	absent	0.05
FBgn0036395	0.003906013	present	0.05
FBgn0036396	0.00645645	present	0.05
FBgn0036397	0.004685253	present	0.05
FBgn0036398	0.000675986	present	0.05
FBgn0036402	5.62E-06	present	0.05
FBgn0036403	1.77E-08	present	0.05
FBgn0036405	4.97E-05	present	0.05
FBgn0036406	8.59E-05	present	0.05
FBgn0036410	0.18819139	absent	0.05
FBgn0036411	0.01504134	absent	0.05
FBgn0036414	0.086912062	absent	0.05
FBgn0036415	1.77E-08	present	0.05
FBgn0036416	0.168622311	absent	0.05
FBgn0036417	0.03459801	absent	0.05
FBgn0036419	1.77E-08	present	0.05
FBgn0036421	2.64E-05	present	0.05
FBgn0036422	0.00260934	present	0.05
FBgn0036423	0.000881392	present	0.05
FBgn0036426	0.000123099	present	0.05
FBgn0036427	1	absent	0.05
FBgn0036428	0.007267261	present	0.05
FBgn0036433	0.005684263	present	0.05
FBgn0036436	0.066989892	absent	0.05
FBgn0036437	1.77E-08	present	0.05
FBgn0036438	1.77E-08	present	0.05
FBgn0036439	4.20E-05	present	0.05
FBgn0036440	0.003760267	present	0.05
FBgn0036441	1.77E-08	present	0.05
FBgn0036442	1.77E-08	present	0.05
FBgn0036443	1.77E-08	present	0.05
FBgn0036446	0.008226813	present	0.05
FBgn0036447	0.000718401	present	0.05
FBgn0036448	0.001450759	present	0.05
FBgn0036449	0.000962348	present	0.05
FBgn0036450	0.000945115	present	0.05
FBgn0036451	0.000860738	present	0.05
FBgn0036454	0.001904402	present	0.05
FBgn0036459	0.093267106	absent	0.05
FBgn0036460	3.29E-05	present	0.05
FBgn0036461	0.00173049	present	0.05
FBgn0036462	0.00010842	present	0.05
FBgn0036463	0.028286799	absent	0.05
FBgn0036465	1.77E-08	present	0.05
FBgn0036466	0.006413017	present	0.05
FBgn0036467	0.000166795	present	0.05
FBgn0036468	1	absent	0.05
FBgn0036469	1.15E-05	present	0.05
FBgn0036470	4.72E-05	present	0.05
FBgn0036471	0.010400846	present	0.05
FBgn0036474	0.099248565	absent	0.05
FBgn0036476	0.000947704	present	0.05
FBgn0036479	0.01688158	absent	0.05
FBgn0036480	0.000544596	present	0.05
FBgn0036481	0.002582286	present	0.05
FBgn0036482	0.000466671	present	0.05
FBgn0036483	0.002772759	present	0.05
FBgn0036484	1.77E-08	present	0.05
FBgn0036485	0.001992713	present	0.05
FBgn0036486	0.001729686	present	0.05
FBgn0036487	7.77E-06	present	0.05
FBgn0036488	1.77E-08	present	0.05
FBgn0036489	0.000495746	present	0.05
FBgn0036490	1.77E-08	present	0.05
FBgn0036491	0.000326761	present	0.05
FBgn0036492	0.000452737	present	0.05
FBgn0036493	0.020538798	absent	0.05
FBgn0036494	0.331064615	absent	0.05
FBgn0036495	5.92E-05	present	0.05
FBgn0036496	1.77E-08	present	0.05
FBgn0036497	2.54E-05	present	0.05
FBgn0036498	1.77E-08	present	0.05
FBgn0036499	1.77E-08	present	0.05
FBgn0036500	0.000287749	present	0.05
FBgn0036501	0.003354004	present	0.05
FBgn0036502	1.77E-08	present	0.05
FBgn0036503	1	absent	0.05
FBgn0036504	0.005476366	present	0.05
FBgn0036505	1.77E-08	present	0.05
FBgn0036509	0.000764798	present	0.05
FBgn0036510	1.77E-08	present	0.05
FBgn0036512	1.77E-08	present	0.05
FBgn0036514	0.00373288	present	0.05
FBgn0036515	1.77E-08	present	0.05
FBgn0036516	1.77E-08	present	0.05
FBgn0036518	1.06E-05	present	0.05
FBgn0036519	6.09E-05	present	0.05
FBgn0036520	1.77E-08	present	0.05
FBgn0036522	0.000801455	present	0.05
FBgn0036527	0.022385726	absent	0.05
FBgn0036528	0.009943059	present	0.05
FBgn0036529	0.062127521	absent	0.05
FBgn0036531	0.001618826	present	0.05
FBgn0036532	0.099027259	absent	0.05
FBgn0036534	5.90E-05	present	0.05
FBgn0036536	0.001738988	present	0.05
FBgn0036537	1.77E-08	present	0.05
FBgn0036538	1.77E-08	present	0.05
FBgn0036544	0.032117893	absent	0.05
FBgn0036545	6.92E-05	present	0.05
FBgn0036547	0.001768021	present	0.05
FBgn0036549	0.000105809	present	0.05
FBgn0036550	0.001202285	present	0.05
FBgn0036551	9.73E-07	present	0.05
FBgn0036552	0.016550442	absent	0.05
FBgn0036553	0.001321441	present	0.05
FBgn0036556	0.005699002	present	0.05
FBgn0036557	0.000235047	present	0.05
FBgn0036560	0.015400316	absent	0.05
FBgn0036563	0.003649094	present	0.05
FBgn0036565	0.015692106	absent	0.05
FBgn0036566	0.002766477	present	0.05
FBgn0036567	0.001141836	present	0.05
FBgn0036568	1.77E-08	present	0.05
FBgn0036569	0.060591116	absent	0.05
FBgn0036570	0.010100075	present	0.05
FBgn0036571	0.009381968	present	0.05
FBgn0036574	0.014122555	absent	0.05
FBgn0036575	0.024862724	absent	0.05
FBgn0036576	0.003588328	present	0.05
FBgn0036577	1	absent	0.05
FBgn0036579	0.003513213	present	0.05
FBgn0036580	1.74E-05	present	0.05
FBgn0036581	5.08E-05	present	0.05
FBgn0036583	1	absent	0.05
FBgn0036584	1	absent	0.05
FBgn0036585	0.119275505	absent	0.05
FBgn0036586	0.091371806	absent	0.05
FBgn0036587	0.021192821	absent	0.05
FBgn0036588	0.028550749	absent	0.05
FBgn0036589	0.000149086	present	0.05
FBgn0036590	0.193063716	absent	0.05
FBgn0036591	0.050863726	absent	0.05
FBgn0036592	0.005075521	present	0.05
FBgn0036593	1	absent	0.05
FBgn0036594	1	absent	0.05
FBgn0036595	0.208495789	absent	0.05
FBgn0036596	0.042413465	absent	0.05
FBgn0036597	0.029416356	absent	0.05
FBgn0036598	0.145513941	absent	0.05
FBgn0036599	1.05E-05	present	0.05
FBgn0036600	0.002068283	present	0.05
FBgn0036601	0.018244824	absent	0.05
FBgn0036602	1	absent	0.05
FBgn0036603	0.059107215	absent	0.05
FBgn0036605	0.009088867	present	0.05
FBgn0036606	0.017214684	absent	0.05
FBgn0036607	0.019454945	absent	0.05
FBgn0036608	0.004248713	present	0.05
FBgn0036609	1.77E-08	present	0.05
FBgn0036610	1	absent	0.05
FBgn0036612	0.033317575	absent	0.05
FBgn0036614	0.000528035	present	0.05
FBgn0036617	1	absent	0.05
FBgn0036618	0.073579413	absent	0.05
FBgn0036619	0.013676766	absent	0.05
FBgn0036620	0.012405685	present	0.05
FBgn0036621	0.001588871	present	0.05
FBgn0036622	0.003727011	present	0.05
FBgn0036623	0.000229524	present	0.05
FBgn0036624	0.00375818	present	0.05
FBgn0036627	0.060312219	absent	0.05
FBgn0036629	0.030160841	absent	0.05
FBgn0036638	0.100514494	absent	0.05
FBgn0036639	0.135821429	absent	0.05
FBgn0036640	0.003624114	present	0.05
FBgn0036641	1.77E-08	present	0.05
FBgn0036643	9.59E-06	present	0.05
FBgn0036646	0.003448497	present	0.05
FBgn0036648	0.00028531	present	0.05
FBgn0036652	1.77E-08	present	0.05
FBgn0036654	8.93E-05	present	0.05
FBgn0036655	0.177941606	absent	0.05
FBgn0036656	0.224396694	absent	0.05
FBgn0036659	0.016072423	absent	0.05
FBgn0036660	0.000643689	present	0.05
FBgn0036661	8.66E-06	present	0.05
FBgn0036662	6.33E-07	present	0.05
FBgn0036663	0.001320361	present	0.05
FBgn0036665	0.010168315	present	0.05
FBgn0036666	1.77E-08	present	0.05
FBgn0036667	0.000868529	present	0.05
FBgn0036668	0.001264605	present	0.05
FBgn0036670	2.95E-05	present	0.05
FBgn0036671	0.000118097	present	0.05
FBgn0036676	1	absent	0.05
FBgn0036677	0.001836786	present	0.05
FBgn0036678	0.002719842	present	0.05
FBgn0036679	0.000809294	present	0.05
FBgn0036680	0.011461928	present	0.05
FBgn0036681	0.206862764	absent	0.05
FBgn0036684	0.004187206	present	0.05
FBgn0036685	1.77E-08	present	0.05
FBgn0036686	0.001605567	present	0.05
FBgn0036687	1.77E-08	present	0.05
FBgn0036688	0.001672754	present	0.05
FBgn0036689	0.001019748	present	0.05
FBgn0036690	0.017163412	absent	0.05
FBgn0036691	0.000262072	present	0.05
FBgn0036695	0.001287999	present	0.05
FBgn0036696	0.000112429	present	0.05
FBgn0036697	1.16E-05	present	0.05
FBgn0036698	0.094162847	absent	0.05
FBgn0036702	1.77E-08	present	0.05
FBgn0036703	4.37E-06	present	0.05
FBgn0036704	1.77E-08	present	0.05
FBgn0036705	0.000410691	present	0.05
FBgn0036706	1.77E-08	present	0.05
FBgn0036707	0.047194828	absent	0.05
FBgn0036708	1.77E-08	present	0.05
FBgn0036709	0.077362274	absent	0.05
FBgn0036710	1.74E-05	present	0.05
FBgn0036711	0.165225272	absent	0.05
FBgn0036712	0.003218627	present	0.05
FBgn0036713	0.039099127	absent	0.05
FBgn0036714	0.000426344	present	0.05
FBgn0036715	0.037972917	absent	0.05
FBgn0036716	0.016505536	absent	0.05
FBgn0036717	0.150286298	absent	0.05
FBgn0036723	1.77E-08	present	0.05
FBgn0036725	0.127788463	absent	0.05
FBgn0036726	6.60E-07	present	0.05
FBgn0036727	0.0020671	present	0.05
FBgn0036728	1.77E-08	present	0.05
FBgn0036729	1.77E-08	present	0.05
FBgn0036730	1.77E-08	present	0.05
FBgn0036731	6.29E-07	present	0.05
FBgn0036732	0.028939983	absent	0.05
FBgn0036733	0.00020428	present	0.05
FBgn0036734	5.10E-05	present	0.05
FBgn0036735	0.002753445	present	0.05
FBgn0036738	0.002076454	present	0.05
FBgn0036740	1.77E-08	present	0.05
FBgn0036741	0.006859954	present	0.05
FBgn0036742	0.003436634	present	0.05
FBgn0036745	5.03E-06	present	0.05
FBgn0036746	0.005062412	present	0.05
FBgn0036747	0.008614912	present	0.05
FBgn0036749	0.005001816	present	0.05
FBgn0036750	0.037819445	absent	0.05
FBgn0036751	1.77E-08	present	0.05
FBgn0036752	0.003811679	present	0.05
FBgn0036754	0.00908517	present	0.05
FBgn0036756	0.007352273	present	0.05
FBgn0036757	0.019275161	absent	0.05
FBgn0036759	0.004954593	present	0.05
FBgn0036760	1.66E-05	present	0.05
FBgn0036761	4.28E-05	present	0.05
FBgn0036762	1.77E-08	present	0.05
FBgn0036763	1.77E-08	present	0.05
FBgn0036764	0.001753718	present	0.05
FBgn0036765	0.027444292	absent	0.05
FBgn0036766	0.002305673	present	0.05
FBgn0036767	0.004813559	present	0.05
FBgn0036768	0.074531186	absent	0.05
FBgn0036769	0.009138792	present	0.05
FBgn0036770	0.004786813	present	0.05
FBgn0036771	1.77E-08	present	0.05
FBgn0036772	0.005431583	present	0.05
FBgn0036773	0.004881073	present	0.05
FBgn0036774	1.77E-08	present	0.05
FBgn0036775	0.000181144	present	0.05
FBgn0036777	0.027493056	absent	0.05
FBgn0036778	4.36E-07	present	0.05
FBgn0036780	0.035893741	absent	0.05
FBgn0036781	0.093593124	absent	0.05
FBgn0036782	0.216512086	absent	0.05
FBgn0036783	0.027851895	absent	0.05
FBgn0036784	1.77E-08	present	0.05
FBgn0036785	1.77E-08	present	0.05
FBgn0036786	1	absent	0.05
FBgn0036787	0.000112867	present	0.05
FBgn0036789	0.056443567	absent	0.05
FBgn0036790	0.151907158	absent	0.05
FBgn0036791	1	absent	0.05
FBgn0036793	0.011009694	present	0.05
FBgn0036795	0.00098069	present	0.05
FBgn0036796	0.00293273	present	0.05
FBgn0036799	3.69E-05	present	0.05
FBgn0036801	0.004198517	present	0.05
FBgn0036804	7.92E-07	present	0.05
FBgn0036805	1.77E-08	present	0.05
FBgn0036806	0.023689163	absent	0.05
FBgn0036807	0.000200143	present	0.05
FBgn0036808	0.000229646	present	0.05
FBgn0036809	0.000596892	present	0.05
FBgn0036810	0.087621986	absent	0.05
FBgn0036811	0.006843394	present	0.05
FBgn0036812	0.004408058	present	0.05
FBgn0036813	0.000291822	present	0.05
FBgn0036814	0.000262688	present	0.05
FBgn0036815	0.001024708	present	0.05
FBgn0036816	0.0003694	present	0.05
FBgn0036817	0.014092283	absent	0.05
FBgn0036818	0.003977499	present	0.05
FBgn0036819	0.013214238	absent	0.05
FBgn0036820	1.77E-08	present	0.05
FBgn0036821	0.025996243	absent	0.05
FBgn0036822	1	absent	0.05
FBgn0036824	0.002236824	present	0.05
FBgn0036825	1.77E-08	present	0.05
FBgn0036826	0.001755529	present	0.05
FBgn0036827	0.001027806	present	0.05
FBgn0036828	0.005158872	present	0.05
FBgn0036829	0.000672488	present	0.05
FBgn0036830	1.77E-08	present	0.05
FBgn0036831	0.028080096	absent	0.05
FBgn0036832	0.000106939	present	0.05
FBgn0036833	0.014110629	absent	0.05
FBgn0036834	0.000695502	present	0.05
FBgn0036835	0.003317683	present	0.05
FBgn0036836	0.084163998	absent	0.05
FBgn0036837	0.000171814	present	0.05
FBgn0036838	0.024736397	absent	0.05
FBgn0036839	0.146956146	absent	0.05
FBgn0036842	0.00464716	present	0.05
FBgn0036843	0.005622495	present	0.05
FBgn0036844	0.005102288	present	0.05
FBgn0036846	0.000343042	present	0.05
FBgn0036847	0.000462927	present	0.05
FBgn0036848	0.000616145	present	0.05
FBgn0036849	0.006791458	present	0.05
FBgn0036850	0.00097455	present	0.05
FBgn0036851	0.038292515	absent	0.05
FBgn0036853	7.23E-05	present	0.05
FBgn0036856	3.64E-05	present	0.05
FBgn0036857	0.001187167	present	0.05
FBgn0036858	1	absent	0.05
FBgn0036859	0.334674155	absent	0.05
FBgn0036860	1	absent	0.05
FBgn0036861	0.204769685	absent	0.05
FBgn0036862	0.009079621	present	0.05
FBgn0036868	0.00211575	present	0.05
FBgn0036870	0.19192313	absent	0.05
FBgn0036871	1	absent	0.05
FBgn0036872	0.005033432	present	0.05
FBgn0036873	0.004002154	present	0.05
FBgn0036874	0.0006227	present	0.05
FBgn0036875	1.22E-05	present	0.05
FBgn0036876	0.000122653	present	0.05
FBgn0036877	0.00463774	present	0.05
FBgn0036878	0.11444347	absent	0.05
FBgn0036879	0.048514252	absent	0.05
FBgn0036880	0.087946382	absent	0.05
FBgn0036881	0.018934036	absent	0.05
FBgn0036882	0.000401616	present	0.05
FBgn0036886	0.002300551	present	0.05
FBgn0036887	0.000430281	present	0.05
FBgn0036888	6.18E-05	present	0.05
FBgn0036889	0.006670001	present	0.05
FBgn0036890	0.117165917	absent	0.05
FBgn0036891	0.001981262	present	0.05
FBgn0036892	4.96E-05	present	0.05
FBgn0036893	0.001377035	present	0.05
FBgn0036895	2.00E-05	present	0.05
FBgn0036896	0.009946097	present	0.05
FBgn0036897	1.77E-08	present	0.05
FBgn0036899	0.002937934	present	0.05
FBgn0036900	0.000206697	present	0.05
FBgn0036905	1.77E-08	present	0.05
FBgn0036906	0.003487777	present	0.05
FBgn0036908	0.000535821	present	0.05
FBgn0036909	0.00099549	present	0.05
FBgn0036910	9.92E-05	present	0.05
FBgn0036911	0.000462615	present	0.05
FBgn0036913	0.000162969	present	0.05
FBgn0036915	0.000129096	present	0.05
FBgn0036916	9.54E-05	present	0.05
FBgn0036918	1.77E-08	present	0.05
FBgn0036919	1.64E-05	present	0.05
FBgn0036920	2.34E-05	present	0.05
FBgn0036921	1.23E-05	present	0.05
FBgn0036922	0.002261509	present	0.05
FBgn0036923	0.012264088	present	0.05
FBgn0036924	1.77E-08	present	0.05
FBgn0036925	1.77E-08	present	0.05
FBgn0036926	0.011809301	present	0.05
FBgn0036927	0.000417292	present	0.05
FBgn0036928	1.77E-08	present	0.05
FBgn0036929	0.001678556	present	0.05
FBgn0036931	5.52E-05	present	0.05
FBgn0036932	3.20E-05	present	0.05
FBgn0036934	0.022551444	absent	0.05
FBgn0036935	0.116966452	absent	0.05
FBgn0036936	1	absent	0.05
FBgn0036937	0.017077689	absent	0.05
FBgn0036938	0.014050174	absent	0.05
FBgn0036939	0.027740003	absent	0.05
FBgn0036940	0.00055683	present	0.05
FBgn0036941	1.77E-08	present	0.05
FBgn0036942	0.001380979	present	0.05
FBgn0036945	0.000138099	present	0.05
FBgn0036947	0.243896449	absent	0.05
FBgn0036948	0.007696858	present	0.05
FBgn0036949	0.275652294	absent	0.05
FBgn0036950	0.008872543	present	0.05
FBgn0036951	1	absent	0.05
FBgn0036952	0.073364435	absent	0.05
FBgn0036953	0.17958404	absent	0.05
FBgn0036956	0.013566142	absent	0.05
FBgn0036958	0.003215635	present	0.05
FBgn0036959	0.009313165	present	0.05
FBgn0036962	1.77E-08	present	0.05
FBgn0036964	0.000602129	present	0.05
FBgn0036967	1.77E-08	present	0.05
FBgn0036969	4.78E-05	present	0.05
FBgn0036970	1.77E-08	present	0.05
FBgn0036972	0.133476624	absent	0.05
FBgn0036973	0.000467876	present	0.05
FBgn0036974	1.77E-08	present	0.05
FBgn0036975	0.002282097	present	0.05
FBgn0036977	0.182120444	absent	0.05
FBgn0036978	0.072673705	absent	0.05
FBgn0036979	0.017141924	absent	0.05
FBgn0036980	0.002929802	present	0.05
FBgn0036984	0.045908001	absent	0.05
FBgn0036985	0.168592673	absent	0.05
FBgn0036986	0.079536065	absent	0.05
FBgn0036987	0.000745145	present	0.05
FBgn0036988	0.006184702	present	0.05
FBgn0036990	6.63E-06	present	0.05
FBgn0036991	0.000658253	present	0.05
FBgn0036992	0.018528095	absent	0.05
FBgn0036993	0.002439843	present	0.05
FBgn0036994	0.003536874	present	0.05
FBgn0036995	0.001904055	present	0.05
FBgn0036996	1.77E-08	present	0.05
FBgn0036997	0.024148507	absent	0.05
FBgn0036998	1.77E-08	present	0.05
FBgn0036999	0.008443924	present	0.05
FBgn0037000	0.008351028	present	0.05
FBgn0037001	1.77E-08	present	0.05
FBgn0037003	0.004337448	present	0.05
FBgn0037004	0.000892295	present	0.05
FBgn0037005	0.004507723	present	0.05
FBgn0037007	0.000202837	present	0.05
FBgn0037008	0.004442641	present	0.05
FBgn0037009	0.001152367	present	0.05
FBgn0037010	0.000410259	present	0.05
FBgn0037011	7.58E-05	present	0.05
FBgn0037012	0.004810453	present	0.05
FBgn0037013	0.001302091	present	0.05
FBgn0037014	0.2350061	absent	0.05
FBgn0037015	0.270012288	absent	0.05
FBgn0037016	0.001614375	present	0.05
FBgn0037017	0.001571424	present	0.05
FBgn0037018	0.000608603	present	0.05
FBgn0037019	0.001026897	present	0.05
FBgn0037020	0.00086344	present	0.05
FBgn0037021	0.008858217	present	0.05
FBgn0037022	0.000133123	present	0.05
FBgn0037023	1.77E-08	present	0.05
FBgn0037024	1.77E-08	present	0.05
FBgn0037025	0.005084752	present	0.05
FBgn0037026	0.000171767	present	0.05
FBgn0037027	0.000281222	present	0.05
FBgn0037028	0.000178543	present	0.05
FBgn0037030	0.000568661	present	0.05
FBgn0037031	0.004572072	present	0.05
FBgn0037035	1.77E-08	present	0.05
FBgn0037036	0.00020448	present	0.05
FBgn0037037	0.0007851	present	0.05
FBgn0037038	0.000160028	present	0.05
FBgn0037039	0.000301681	present	0.05
FBgn0037040	8.35E-05	present	0.05
FBgn0037042	0.000849232	present	0.05
FBgn0037044	0.001160081	present	0.05
FBgn0037045	0.000755965	present	0.05
FBgn0037046	2.90E-05	present	0.05
FBgn0037050	0.000297154	present	0.05
FBgn0037051	1.77E-08	present	0.05
FBgn0037057	0.001101791	present	0.05
FBgn0037059	1.77E-08	present	0.05
FBgn0037060	0.000109557	present	0.05
FBgn0037061	0.002664475	present	0.05
FBgn0037063	1.77E-08	present	0.05
FBgn0037064	1.77E-08	present	0.05
FBgn0037065	0.001555286	present	0.05
FBgn0037067	0.141677302	absent	0.05
FBgn0037068	1	absent	0.05
FBgn0037069	0.000441142	present	0.05
FBgn0037070	0.000709839	present	0.05
FBgn0037071	0.001806393	present	0.05
FBgn0037073	0.002215593	present	0.05
FBgn0037074	0.001001753	present	0.05
FBgn0037076	0.017623338	absent	0.05
FBgn0037078	0.025120686	absent	0.05
FBgn0037081	0.001151588	present	0.05
FBgn0037082	0.000565587	present	0.05
FBgn0037084	1.77E-08	present	0.05
FBgn0037085	0.037586824	absent	0.05
FBgn0037086	1.77E-08	present	0.05
FBgn0037087	0.00041297	present	0.05
FBgn0037090	0.007055277	present	0.05
FBgn0037092	0.002663777	present	0.05
FBgn0037093	1.11E-05	present	0.05
FBgn0037094	0.002301566	present	0.05
FBgn0037098	0.00123752	present	0.05
FBgn0037099	0.173258077	absent	0.05
FBgn0037100	0.052847485	absent	0.05
FBgn0037101	1.77E-08	present	0.05
FBgn0037102	0.000241937	present	0.05
FBgn0037105	0.00735601	present	0.05
FBgn0037106	0.003866304	present	0.05
FBgn0037107	0.003895555	present	0.05
FBgn0037108	6.80E-05	present	0.05
FBgn0037109	0.000447998	present	0.05
FBgn0037110	0.000338798	present	0.05
FBgn0037114	0.007263389	present	0.05
FBgn0037115	1.77E-08	present	0.05
FBgn0037116	0.003621688	present	0.05
FBgn0037117	0.000801225	present	0.05
FBgn0037120	0.000849868	present	0.05
FBgn0037121	1.41E-05	present	0.05
FBgn0037122	0.028780031	absent	0.05
FBgn0037123	0.059206749	absent	0.05
FBgn0037124	0.023085519	absent	0.05
FBgn0037125	1	absent	0.05
FBgn0037126	0.010819828	present	0.05
FBgn0037127	0.19930017	absent	0.05
FBgn0037128	0.022409479	absent	0.05
FBgn0037129	0.070614094	absent	0.05
FBgn0037130	0.067953331	absent	0.05
FBgn0037131	1	absent	0.05
FBgn0037133	1	absent	0.05
FBgn0037134	0.000172906	present	0.05
FBgn0037135	1.77E-08	present	0.05
FBgn0037137	0.002783403	present	0.05
FBgn0037138	0.000120322	present	0.05
FBgn0037139	0.141092109	absent	0.05
FBgn0037140	0.013075653	absent	0.05
FBgn0037141	0.010107326	present	0.05
FBgn0037142	0.003228863	present	0.05
FBgn0037143	0.00305213	present	0.05
FBgn0037144	0.007975316	present	0.05
FBgn0037146	0.000437226	present	0.05
FBgn0037147	1.77E-08	present	0.05
FBgn0037149	6.37E-06	present	0.05
FBgn0037150	0.007439222	present	0.05
FBgn0037151	0.000161106	present	0.05
FBgn0037153	0.077919455	absent	0.05
FBgn0037156	0.000589545	present	0.05
FBgn0037162	1	absent	0.05
FBgn0037163	0.002323217	present	0.05
FBgn0037164	6.61E-05	present	0.05
FBgn0037165	0.025811221	absent	0.05
FBgn0037166	0.002290402	present	0.05
FBgn0037167	0.069978219	absent	0.05
FBgn0037169	1.03E-06	present	0.05
FBgn0037170	1.47E-05	present	0.05
FBgn0037171	0.018458762	absent	0.05
FBgn0037172	1.77E-08	present	0.05
FBgn0037174	0.009384825	present	0.05
FBgn0037175	0.024889171	absent	0.05
FBgn0037176	1.77E-08	present	0.05
FBgn0037177	0.004381792	present	0.05
FBgn0037178	0.011177008	present	0.05
FBgn0037179	0.003480234	present	0.05
FBgn0037180	1.77E-08	present	0.05
FBgn0037181	0.27714523	absent	0.05
FBgn0037182	0.00020131	present	0.05
FBgn0037183	0.00469437	present	0.05
FBgn0037184	0.001005837	present	0.05
FBgn0037185	0.00299062	present	0.05
FBgn0037186	0.008480162	present	0.05
FBgn0037188	0.013226188	absent	0.05
FBgn0037191	1.77E-08	present	0.05
FBgn0037195	1.77E-08	present	0.05
FBgn0037197	0.001902263	present	0.05
FBgn0037199	1.77E-08	present	0.05
FBgn0037200	0.00046971	present	0.05
FBgn0037202	9.17E-05	present	0.05
FBgn0037203	0.000551941	present	0.05
FBgn0037204	0.001422966	present	0.05
FBgn0037205	0.009549526	present	0.05
FBgn0037206	0.006951482	present	0.05
FBgn0037207	0.012557945	present	0.05
FBgn0037213	0.015994707	absent	0.05
FBgn0037215	0.004513749	present	0.05
FBgn0037217	0.004458878	present	0.05
FBgn0037218	0.000475422	present	0.05
FBgn0037220	1.77E-08	present	0.05
FBgn0037222	0.000212221	present	0.05
FBgn0037223	0.105026628	absent	0.05
FBgn0037224	0.019963599	absent	0.05
FBgn0037225	0.028311047	absent	0.05
FBgn0037227	0.014333739	absent	0.05
FBgn0037228	0.002389977	present	0.05
FBgn0037229	0.0003475	present	0.05
FBgn0037230	0.000866823	present	0.05
FBgn0037231	0.000122105	present	0.05
FBgn0037232	0.002528147	present	0.05
FBgn0037234	0.000504112	present	0.05
FBgn0037235	0.000496869	present	0.05
FBgn0037236	0.002745328	present	0.05
FBgn0037238	0.009548632	present	0.05
